Brand_c,Price,Kilometers,Seats,Doors,Brand_Model_code,Car_Age,Country_c,Gearbox_c,Fuel_c,Seller_c,Type_c,Drivetrain_c,Upholstery_c,Color_c,Body_Type_c
0,7490.0,63000.0,5.0,5.0,0.119,11,1,2,0,0,0,0,0,1,1
0,8500.0,70000.0,5.0,5.0,0.293,7,1,1,0,0,0,0,3,7,1
0,10890.0,58238.0,4.0,2.0,0.235,5,0,1,0,0,0,0,2,8,6
0,7990.0,86169.0,4.0,3.0,0.199,10,2,1,0,0,0,0,2,1,2
0,18880.0,10.0,5.0,5.0,0.293,0,0,1,1,0,1,0,0,0,1
0,19900.0,159000.0,8.0,4.0,0.397,8,1,1,1,0,0,0,0,1,5
0,11800.0,83681.0,5.0,5.0,0.16,7,1,2,1,0,0,0,3,4,5
0,11930.0,35670.0,4.0,2.0,0.235,4,0,1,0,0,0,0,0,0,6
0,9900.0,80000.0,4.0,3.0,0.199,4,1,1,2,0,0,0,2,1,2
0,11000.0,53800.0,5.0,5.0,0.293,8,1,1,1,0,0,0,0,8,3
0,3999.0,179000.0,4.0,3.0,0.199,17,1,1,0,0,0,0,0,3,2
0,17490.0,15000.0,5.0,5.0,0.354,2,1,1,0,0,4,0,2,1,0
0,13800.0,16500.0,4.0,5.0,0.181,1,1,1,2,0,0,0,0,6,1
0,7900.0,110577.0,5.0,5.0,0.293,8,1,1,0,0,0,0,3,0,1
0,14890.0,33236.0,5.0,5.0,0.354,5,1,1,0,0,0,0,0,0,0
0,8950.0,22301.0,5.0,5.0,0.16,11,2,1,0,0,0,0,0,0,5
0,9980.0,59598.0,5.0,5.0,0.16,6,0,1,6,0,0,0,0,4,5
0,7400.0,90900.0,4.0,5.0,0.181,7,1,1,0,0,0,0,0,9,2
0,10750.0,35042.0,4.0,3.0,0.199,3,1,1,2,0,0,0,3,3,1
0,10900.0,45841.0,4.0,5.0,0.181,7,1,1,0,0,0,0,0,6,2
0,8590.0,63473.0,4.0,5.0,0.181,3,1,1,2,0,0,0,3,1,1
0,4900.0,160000.0,5.0,5.0,0.16,13,1,1,6,0,0,0,0,9,5
0,5900.0,110000.0,4.0,5.0,0.181,8,1,1,0,0,0,0,3,2,1
0,7980.0,123000.0,4.0,3.0,0.199,10,1,0,0,0,0,0,0,2,6
0,2500.0,67000.0,4.0,3.0,0.016,20,1,1,0,0,0,0,0,4,2
0,14489.0,48808.0,5.0,5.0,0.354,2,0,1,0,0,0,0,0,0,0
0,13388.0,9821.0,4.0,3.0,0.401,3,0,0,3,0,0,0,0,0,2
0,17900.0,64195.0,5.0,5.0,0.354,4,1,0,0,0,0,0,2,0,3
0,3990.0,165000.0,5.0,5.0,0.064,16,1,1,6,0,0,0,0,7,1
0,695.0,156002.0,5.0,3.0,0.016,25,2,1,0,0,0,0,0,0,2
0,7900.0,94400.0,4.0,3.0,0.199,11,1,1,0,0,0,0,0,0,1
0,10400.0,21625.0,5.0,5.0,0.181,2,1,1,2,0,0,0,0,2,1
0,12900.0,58132.0,5.0,5.0,0.354,7,1,1,0,0,0,0,3,2,3
0,13400.0,40000.0,5.0,5.0,0.224,4,1,1,0,0,0,0,0,3,5
0,14990.0,5114.0,4.0,2.0,0.199,2,1,1,2,0,4,0,0,1,6
0,3750.0,174000.0,5.0,3.0,0.181,28,1,1,0,0,0,0,1,2,1
0,11490.0,34461.0,4.0,3.0,0.199,5,1,0,0,0,0,0,0,0,1
0,15990.0,22072.0,4.0,2.0,0.401,3,0,0,3,0,0,0,0,2,2
0,11985.0,110200.0,5.0,5.0,0.293,5,0,0,1,0,0,0,0,1,3
0,13950.0,100.0,5.0,4.0,0.181,1,0,1,0,0,0,0,0,6,2
0,14790.0,21000.0,4.0,2.0,0.401,3,0,0,3,0,0,0,0,0,2
0,9500.0,27500.0,4.0,5.0,0.181,3,1,1,2,0,0,0,0,1,1
0,3400.0,150000.0,4.0,5.0,0.181,18,1,1,0,0,0,0,0,4,2
0,31950.0,34850.0,9.0,4.0,0.4,3,0,1,1,0,0,0,0,4,3
0,12990.0,120000.0,7.0,5.0,0.224,4,1,1,1,0,0,0,2,1,5
0,3900.0,22000.0,4.0,3.0,0.054,51,1,1,0,0,0,2,1,5,2
0,3900.0,217000.0,4.0,5.0,0.181,13,1,1,0,0,0,0,3,4,2
0,5500.0,99000.0,4.0,3.0,0.199,16,1,1,0,0,0,0,0,3,2
0,11900.0,69886.0,5.0,5.0,0.293,7,1,0,0,0,0,0,0,1,3
0,14300.0,32960.0,4.0,3.0,0.235,5,1,0,0,0,0,0,0,3,6
0,13900.0,24000.0,4.0,3.0,0.401,4,1,0,3,0,0,0,0,1,2
0,10600.0,31525.0,4.0,5.0,0.181,3,1,1,2,0,0,0,0,1,1
0,6900.0,155559.0,4.0,5.0,0.181,17,1,1,0,0,0,1,0,6,1
0,12480.0,57300.0,5.0,5.0,0.224,8,0,0,1,0,0,0,2,2,5
0,8950.0,113500.0,5.0,5.0,0.293,8,0,1,1,0,0,0,0,3,1
0,7500.0,70546.0,4.0,5.0,0.181,12,1,1,0,0,0,0,3,8,1
0,9400.0,19931.0,4.0,5.0,0.181,5,1,1,2,0,0,0,0,5,1
0,12400.0,8291.0,4.0,5.0,0.181,3,1,1,2,0,0,0,0,2,1
0,9990.0,140900.0,7.0,4.0,0.205,13,0,0,1,0,0,1,1,2,5
0,15200.0,36800.0,5.0,5.0,0.354,5,1,0,0,0,0,0,0,2,0
0,10500.0,103000.0,5.0,5.0,0.293,9,1,1,1,0,0,0,0,1,1
0,13900.0,77053.0,5.0,5.0,0.354,5,1,1,1,0,0,0,3,0,0
0,22450.0,12239.0,4.0,2.0,0.401,1,1,0,3,0,0,0,2,0,6
0,16250.0,14520.0,4.0,3.0,0.401,2,1,0,3,0,0,0,0,0,1
0,12890.0,34612.0,4.0,3.0,0.199,2,1,1,2,0,0,0,0,2,2
0,19000.0,111500.0,6.0,4.0,0.397,7,1,1,1,0,0,0,0,4,5
0,14300.0,60396.0,5.0,5.0,0.354,10,1,0,1,0,0,1,2,5,1
0,9999.0,48997.0,4.0,2.0,0.199,7,0,1,0,0,0,0,2,2,2
0,10900.0,58276.0,4.0,5.0,0.181,7,1,1,0,0,0,0,3,0,1
0,13000.0,159114.0,3.0,4.0,0.397,6,1,1,1,0,0,0,0,2,5
0,8000.0,211000.0,7.0,5.0,0.205,13,1,0,1,0,0,1,1,3,0
0,10700.0,65169.0,4.0,3.0,0.199,3,1,1,2,0,0,0,0,3,2
0,15450.0,5487.0,5.0,5.0,0.293,3,1,1,1,0,0,0,0,5,1
0,10900.0,47786.0,4.0,3.0,0.199,3,1,1,2,0,0,0,3,0,1
0,11000.0,55150.0,4.0,2.0,0.235,6,1,1,0,0,0,0,2,0,6
0,9490.0,179990.0,3.0,4.0,0.4,13,0,1,1,0,0,0,0,3,5
